"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"FIN","AVWAGE","TOT","USD","A","2012",42902.0972120131,
"FIN","AVWAGE","TOT","USD","A","2013",42440.9475030898,
"FIN","AVWAGE","TOT","USD","A","2014",42425.0748590545,
"FIN","AVWAGE","TOT","USD","A","2015",42885.1913489131,
"FIN","AVWAGE","TOT","USD","A","2016",43138.9339313619,
"FRA","AVWAGE","TOT","USD","A","2010",41547.5688687028,
"FRA","AVWAGE","TOT","USD","A","2011",41472.2662261191,
"FRA","AVWAGE","TOT","USD","A","2012",41759.2704649782,
"FRA","AVWAGE","TOT","USD","A","2013",41986.2679059577,
"FRA","AVWAGE","TOT","USD","A","2014",42402.9926200803,
"FRA","AVWAGE","TOT","USD","A","2015",42731.3134045579,
"FRA","AVWAGE","TOT","USD","A","2016",43220.6120851797,
"DEU","AVWAGE","TOT","USD","A","2010",42970.23116168,
"DEU","AVWAGE","TOT","USD","A","2011",43702.902744104,
"DEU","AVWAGE","TOT","USD","A","2012",44202.3176699673,
"DEU","AVWAGE","TOT","USD","A","2013",44735.6172185794,
"DEU","AVWAGE","TOT","USD","A","2014",45421.1651352145,
"DEU","AVWAGE","TOT","USD","A","2015",46408.6095650197,
"DEU","AVWAGE","TOT","USD","A","2016",47096.5532041581,
"GRC","AVWAGE","TOT","USD","A","2010",31194.1293922601,
"GRC","AVWAGE","TOT","USD","A","2011",29148.9510870061,
"GRC","AVWAGE","TOT","USD","A","2012",27825.8144013693,
"GRC","AVWAGE","TOT","USD","A","2013",26025.5584626361,
"GRC","AVWAGE","TOT","USD","A","2014",26532.2522735054,
"GRC","AVWAGE","TOT","USD","A","2015",26335.9459089031,
"GRC","AVWAGE","TOT","USD","A","2016",26330.3677055652,
"HUN","AVWAGE","TOT","USD","A","2010",21322.7284579025,
"HUN","AVWAGE","TOT","USD","A","2011",21309.351556377,
"HUN","AVWAGE","TOT","USD","A","2012",20567.6492204489,
"HUN","AVWAGE","TOT","USD","A","2013",20613.2086921179,
"HUN","AVWAGE","TOT","USD","A","2014",20469.5760851907,
"HUN","AVWAGE","TOT","USD","A","2015",19928.8386696738,
"HUN","AVWAGE","TOT","USD","A","2016",20824.5134677243,
"IRL","AVWAGE","TOT","USD","A","2010",51859.8365671312,
"IRL","AVWAGE","TOT","USD","A","2011",47806.144004905,
"IRL","AVWAGE","TOT","USD","A","2012",46905.2563476864,
"IRL","AVWAGE","TOT","USD","A","2013",45734.9477767994,
"IRL","AVWAGE","TOT","USD","A","2014",45827.7304440118,
"IRL","AVWAGE","TOT","USD","A","2015",46560.6626300175,
"IRL","AVWAGE","TOT","USD","A","2016",46932.0986739545,
"ITA","AVWAGE","TOT","USD","A","2010",37987.2444249516,
"ITA","AVWAGE","TOT","USD","A","2011",37394.3300794491,
"ITA","AVWAGE","TOT","USD","A","2012",36267.4729791703,
"ITA","AVWAGE","TOT","USD","A","2013",36323.7204404409,
"ITA","AVWAGE","TOT","USD","A","2014",36460.5778281836,
"ITA","AVWAGE","TOT","USD","A","2015",36769.6675766841,
"ITA","AVWAGE","TOT","USD","A","2016",37032.9728706123,
"JPN","AVWAGE","TOT","USD","A","2010",40667.1339385241,
"JPN","AVWAGE","TOT","USD","A","2011",41566.5425213684,
"JPN","AVWAGE","TOT","USD","A","2012",40838.6382454799,
"JPN","AVWAGE","TOT","USD","A","2013",40791.1386735365,
"JPN","AVWAGE","TOT","USD","A","2014",40049.2541078984,
"JPN","AVWAGE","TOT","USD","A","2015",40003.970864264,
"JPN","AVWAGE","TOT","USD","A","2016",40680.8948183122,
"KOR","AVWAGE","TOT","USD","A","2010",32500.5325251715,
"KOR","AVWAGE","TOT","USD","A","2011",32815.7826975163,
"KOR","AVWAGE","TOT","USD","A","2012",32415.5690843184,
"KOR","AVWAGE","TOT","USD","A","2013",33033.4809142828,
"KOR","AVWAGE","TOT","USD","A","2014",32840.3735871515,
"KOR","AVWAGE","TOT","USD","A","2015",33424.2830883015,
"KOR","AVWAGE","TOT","USD","A","2016",34554.8240369594,
"LUX","AVWAGE","TOT","USD","A","2010",59860.1299842472,
"LUX","AVWAGE","TOT","USD","A","2011",58816.5292313778,
"LUX","AVWAGE","TOT","USD","A","2012",58486.3537878323,
"LUX","AVWAGE","TOT","USD","A","2013",58813.1948445968,
"LUX","AVWAGE","TOT","USD","A","2014",59928.2629419462,
"LUX","AVWAGE","TOT","USD","A","2015",61975.0971464396,
"LUX","AVWAGE","TOT","USD","A","2016",62090.9002076502,
"MEX","AVWAGE","TOT","USD","A","2010",15320.6741278887,
"MEX","AVWAGE","TOT","USD","A","2011",15458.1575661828,
"MEX","AVWAGE","TOT","USD","A","2012",15193.4727530094,
"MEX","AVWAGE","TOT","USD","A","2013",15195.8153117188,
"MEX","AVWAGE","TOT","USD","A","2014",15172.0055396083,
"MEX","AVWAGE","TOT","USD","A","2015",15480.8207313183,
"MEX","AVWAGE","TOT","USD","A","2016",15406.7507193331,
"NLD","AVWAGE","TOT","USD","A","2010",53022.9980981485,
"NLD","AVWAGE","TOT","USD","A","2011",52667.6166743346,
"NLD","AVWAGE","TOT","USD","A","2012",52781.2218865497,
"NLD","AVWAGE","TOT","USD","A","2013",52807.5245027614,
"NLD","AVWAGE","TOT","USD","A","2014",52601.862745467,
"NLD","AVWAGE","TOT","USD","A","2015",53170.9604153299,
"NLD","AVWAGE","TOT","USD","A","2016",53294.8852909138,
"NOR","AVWAGE","TOT","USD","A","2010",47309.6356983838,
"NOR","AVWAGE","TOT","USD","A","2011",48897.1443937599,
"NOR","AVWAGE","TOT","USD","A","2012",50226.6543932748,
"NOR","AVWAGE","TOT","USD","A","2013",51235.8426026097,
"NOR","AVWAGE","TOT","USD","A","2014",51414.7292185944,
"NOR","AVWAGE","TOT","USD","A","2015",51662.6681639317,
"NOR","AVWAGE","TOT","USD","A","2016",50824.869699419,
"POL","AVWAGE","TOT","USD","A","2010",23608.3123668669,
"POL","AVWAGE","TOT","USD","A","2011",23610.1908707761,
"POL","AVWAGE","TOT","USD","A","2012",23401.8733028706,
"POL","AVWAGE","TOT","USD","A","2013",23668.8068490314,
"POL","AVWAGE","TOT","USD","A","2014",24150.7821003733,
"POL","AVWAGE","TOT","USD","A","2015",24680.0727838435,
"POL","AVWAGE","TOT","USD","A","2016",25878.9078035933,
"PRT","AVWAGE","TOT","USD","A","2010",26927.4326676759,
"PRT","AVWAGE","TOT","USD","A","2011",26287.2650544373,
"PRT","AVWAGE","TOT","USD","A","2012",25151.4025188665,
"PRT","AVWAGE","TOT","USD","A","2013",25668.1580696662,
"PRT","AVWAGE","TOT","USD","A","2014",25216.9176245415,
"PRT","AVWAGE","TOT","USD","A","2015",25164.4538074836,
"PRT","AVWAGE","TOT","USD","A","2016",25362.3486242956,
"SVK","AVWAGE","TOT","USD","A","2010",22055.1138478167,
"SVK","AVWAGE","TOT","USD","A","2011",21859.1682180707,
"SVK","AVWAGE","TOT","USD","A","2012",21618.1639308971,
"SVK","AVWAGE","TOT","USD","A","2013",21781.5919924479,
"SVK","AVWAGE","TOT","USD","A","2014",22204.1224095907,
"SVK","AVWAGE","TOT","USD","A","2015",23025.8893546157,
"SVK","AVWAGE","TOT","USD","A","2016",23800.8915746605,
"ESP","AVWAGE","TOT","USD","A","2010",40018.0521033902,
"ESP","AVWAGE","TOT","USD","A","2011",39450.9332208976,
"ESP","AVWAGE","TOT","USD","A","2012",38328.2306393488,
"ESP","AVWAGE","TOT","USD","A","2013",38415.6997772412,
"ESP","AVWAGE","TOT","USD","A","2014",38422.0115045553,
"ESP","AVWAGE","TOT","USD","A","2015",39338.9353619615,
"ESP","AVWAGE","TOT","USD","A","2016",39196.0989726629,
"SWE","AVWAGE","TOT","USD","A","2010",38600.5854391631,
"SWE","AVWAGE","TOT","USD","A","2011",39085.1372344394,
"SWE","AVWAGE","TOT","USD","A","2012",39948.5824335321,
"SWE","AVWAGE","TOT","USD","A","2013",40366.1406882961,
"SWE","AVWAGE","TOT","USD","A","2014",40777.796931324,
"SWE","AVWAGE","TOT","USD","A","2015",41467.0510335515,
"SWE","AVWAGE","TOT","USD","A","2016",42154.4897851354,
"CHE","AVWAGE","TOT","USD","A","2010",60400.2035023445,
"CHE","AVWAGE","TOT","USD","A","2011",60502.5122840157,
"CHE","AVWAGE","TOT","USD","A","2012",61567.3673906285,
"CHE","AVWAGE","TOT","USD","A","2013",62516.0528153685,
"CHE","AVWAGE","TOT","USD","A","2014",62616.2171513568,
"CHE","AVWAGE","TOT","USD","A","2015",62495.2828450202,
"CHE","AVWAGE","TOT","USD","A","2016",62369.7478854347,
"GBR","AVWAGE","TOT","USD","A","2010",44520.5286411349,
"GBR","AVWAGE","TOT","USD","A","2011",43369.939455965,
"GBR","AVWAGE","TOT","USD","A","2012",43105.0849175443,
"GBR","AVWAGE","TOT","USD","A","2013",43153.9886368667,
"GBR","AVWAGE","TOT","USD","A","2014",42781.9138848303,
"GBR","AVWAGE","TOT","USD","A","2015",43152.1720562389,
"GBR","AVWAGE","TOT","USD","A","2016",43712.6196635994,
"USA","AVWAGE","TOT","USD","A","2010",58054.3811687826,
"USA","AVWAGE","TOT","USD","A","2011",58200.1413360588,
"USA","AVWAGE","TOT","USD","A","2012",58669.213014264,
"USA","AVWAGE","TOT","USD","A","2013",58411.6324256051,
"USA","AVWAGE","TOT","USD","A","2014",59249.9229499367,
"USA","AVWAGE","TOT","USD","A","2015",60691.6617126804,
"USA","AVWAGE","TOT","USD","A","2016",60685.8079109297,
"EST","AVWAGE","TOT","USD","A","2010",20561.4025969941,
"EST","AVWAGE","TOT","USD","A","2011",19714.8326896726,
"EST","AVWAGE","TOT","USD","A","2012",20531.8185148096,
"EST","AVWAGE","TOT","USD","A","2013",20823.7751549607,
"EST","AVWAGE","TOT","USD","A","2014",21970.6710567653,
"EST","AVWAGE","TOT","USD","A","2015",22839.678852084,
"EST","AVWAGE","TOT","USD","A","2016",23935.4331284194,
"ISR","AVWAGE","TOT","USD","A","2010",31016.6583313665,
"ISR","AVWAGE","TOT","USD","A","2011",31264.2844625226,
"ISR","AVWAGE","TOT","USD","A","2012",31747.7512725387,
"ISR","AVWAGE","TOT","USD","A","2013",32022.2226642085,
"ISR","AVWAGE","TOT","USD","A","2014",32015.8632182023,
"ISR","AVWAGE","TOT","USD","A","2015",33018.9879986887,
"ISR","AVWAGE","TOT","USD","A","2016",34071.6082115378,
"SVN","AVWAGE","TOT","USD","A","2010",34188.9046748403,
"SVN","AVWAGE","TOT","USD","A","2011",34047.0133538648,
"SVN","AVWAGE","TOT","USD","A","2012",32965.3872791306,
"SVN","AVWAGE","TOT","USD","A","2013",32506.3604595362,
"SVN","AVWAGE","TOT","USD","A","2014",33045.4909388131,
"SVN","AVWAGE","TOT","USD","A","2015",33699.331893987,
"SVN","AVWAGE","TOT","USD","A","2016",34732.3770193207,
"ISL","AVWAGE","TOT","USD","A","2010",44557.7137098792,
"ISL","AVWAGE","TOT","USD","A","2011",46773.7655533638,
"ISL","AVWAGE","TOT","USD","A","2012",46953.4181329982,
"ISL","AVWAGE","TOT","USD","A","2013",47910.2097742858,
"ISL","AVWAGE","TOT","USD","A","2014",48233.6896758778,
"ISL","AVWAGE","TOT","USD","A","2015",51758.6170530446,
"ISL","AVWAGE","TOT","USD","A","2016",56093.5853787221,
"NZL","AVWAGE","TOT","USD","A","2010",37318.6048176364,
"NZL","AVWAGE","TOT","USD","A","2011",37319.3501901963,
"NZL","AVWAGE","TOT","USD","A","2012",38106.1645582865,
"NZL","AVWAGE","TOT","USD","A","2013",37614.3291557581,
"NZL","AVWAGE","TOT","USD","A","2014",37909.8317530559,
"NZL","AVWAGE","TOT","USD","A","2015",38472.9389493331,
"NZL","AVWAGE","TOT","USD","A","2016",39674.4730156623,
"CHL","AVWAGE","TOT","USD","A","2010",24077.9430463913,
"CHL","AVWAGE","TOT","USD","A","2011",24220.2792249999,
"CHL","AVWAGE","TOT","USD","A","2012",24979.8166824287,
"CHL","AVWAGE","TOT","USD","A","2013",25651.3959603322,
"CHL","AVWAGE","TOT","USD","A","2014",25958.1345732436,
"CHL","AVWAGE","TOT","USD","A","2015",25748.0101323588,
"CHL","AVWAGE","TOT","USD","A","2016",26218.8774918009,
"LVA","AVWAGE","TOT","USD","A","2010",17601.0895696464,
"LVA","AVWAGE","TOT","USD","A","2011",16987.9452726834,
"LVA","AVWAGE","TOT","USD","A","2012",17698.7430288766,
"LVA","AVWAGE","TOT","USD","A","2013",18546.0195288616,
"LVA","AVWAGE","TOT","USD","A","2014",19783.0492501142,
"LVA","AVWAGE","TOT","USD","A","2015",21587.446375434,
"LVA","AVWAGE","TOT","USD","A","2016",22726.2934400428,
"LTU","AVWAGE","TOT","USD","A","2010",17530.1709328906,
"LTU","AVWAGE","TOT","USD","A","2011",18345.1219364369,
"LTU","AVWAGE","TOT","USD","A","2012",18854.0271629848,
"LTU","AVWAGE","TOT","USD","A","2013",19607.9555360172,
"LTU","AVWAGE","TOT","USD","A","2014",20392.8932733805,
"LTU","AVWAGE","TOT","USD","A","2015",21416.7244683409,
"LTU","AVWAGE","TOT","USD","A","2016",22562.3852919533,
